,性別,父牛,母の父,母の祖父,母の祖祖父,日令,体重,価格,年月日
5978,雌,吉重７５,百合茂,平茂勝,北国７の８,292,234,291500,2022-10-06
5979,雌,光平照,聖香藤,忠茂,平茂勝,298,306,559900,2022-10-06
5980,去勢,幸紀雄,安福久,華春福,平茂勝,298,295,684200,2022-10-06
5981,去勢,幸紀雄,安福久,勝忠平,安平,270,285,663300,2022-10-06
5982,去勢,幸紀雄,安福久,勝忠平,糸福（大）,304,290,590700,2022-10-06
5983,去勢,幸紀雄,安福久,第１花国,安平,285,329,728200,2022-10-06
5984,雌,幸紀雄,安福久,平茂勝,安平,305,290,726000,2022-10-06
5985,雌,幸紀雄,安福久,隆之国,勝忠平,277,311,715000,2022-10-06
5986,去勢,幸紀雄,華春福,安福久,金幸,290,324,715000,2022-10-06
5987,雌,幸紀雄,華春福,美国桜,金幸,289,322,605000,2022-10-06
5988,雌,幸紀雄,若百合,安福久,平茂勝,270,249,524700,2022-10-06
5989,去勢,幸紀雄,勝忠平,糸福（大）,福鶴５７,294,334,663300,2022-10-06
5990,去勢,幸紀雄,勝忠平,平茂晴,安平,265,351,723800,2022-10-06
5991,去勢,幸紀雄,忠富士,安平,隆美,303,368,680900,2022-10-06
5992,去勢,幸紀雄,美国桜,華春福,安糸福,292,345,730400,2022-10-06
5993,雌,幸紀雄,美国桜,勝忠平,安福久,282,328,635800,2022-10-06
5994,雌,幸紀雄,美国桜,勝忠平,金幸,285,278,609400,2022-10-06
5995,雌,幸紀雄,美国桜,百合茂,安平,282,273,610500,2022-10-06
5996,去勢,幸紀雄,美国桜,隆之国,百合茂,293,372,764500,2022-10-06
5997,去勢,幸紀雄,美津照重,安福久,勝忠平,295,308,731500,2022-10-06
5998,去勢,幸紀雄,美津照重,安福久,第１花国,301,315,616000,2022-10-06
5999,雌,幸紀雄,美津照重,安福久,平茂勝,299,247,506000,2022-10-06
6000,去勢,幸紀雄,百合白清２,安福久,百合茂,300,356,823900,2022-10-06
6001,雌,幸紀雄,平茂晴,勝忠平,安平,317,318,632500,2022-10-06
6002,去勢,幸紀雄,隆之国,安福久,平茂勝,302,272,424600,2022-10-06
6003,去勢,幸紀雄,隆之国,百合茂,安福久,262,343,750200,2022-10-06
6004,雌,幸忠栄,安福久,寿恵福,安平,300,319,581900,2022-10-06
6005,雌,幸忠栄,美穂国,勝平正,上福,289,346,543400,2022-10-06
6006,雌,幸忠栄,福増,百合茂,金幸,288,357,561000,2022-10-06
6007,雌,耕富士,秀菊安,忠富士,秀菊安,257,271,559900,2022-10-06
6008,去勢,若百合,安福久,華春福,百合茂,276,398,884400,2022-10-06
6009,去勢,若百合,安福久,金幸,神高福,337,296,485100,2022-10-06
6010,雌,若百合,安福久,勝忠平,安平,278,301,605000,2022-10-06
6011,雌,若百合,安福久,勝忠平,第１花国,281,291,639100,2022-10-06
6012,雌,若百合,安福久,勝忠平,第５隼福,287,263,598400,2022-10-06
6013,去勢,若百合,安福久,勝忠平,平茂勝,285,300,665500,2022-10-06
6014,雌,若百合,安福久,第１花国,安平,280,281,595100,2022-10-06
6015,去勢,若百合,安福久,第１花国,紋次郎,280,331,738100,2022-10-06
6016,雌,若百合,安福久,忠富士,花清国,273,274,551100,2022-10-06
6017,去勢,若百合,安福久,百合茂,安糸福,285,293,723800,2022-10-06
6018,雌,若百合,安福久,福栄,勝忠平,313,216,341000,2022-10-06
6019,雌,若百合,安福久,平茂勝,安福（岐）,293,273,552200,2022-10-06
6020,雌,若百合,安福久,平茂勝,安平,293,285,574200,2022-10-06
6021,雌,若百合,安福久,平茂勝,安平,322,229,321200,2022-10-06
6022,去勢,若百合,安福久,平茂勝,安平,284,298,635800,2022-10-06
6023,雌,若百合,安福久,平茂勝,神高福,314,227,330000,2022-10-06
6024,去勢,若百合,安福久,平茂晴,紋次郎,300,282,679800,2022-10-06
6025,雌,若百合,安福久,茂重安福（岐）,平茂勝,275,282,624800,2022-10-06
6026,雌,若百合,安平,隆桜,糸秀,279,279,394900,2022-10-06
6027,雌,若百合,華春福,安福久,金幸,306,284,583000,2022-10-06
6028,去勢,若百合,華春福,安福久,勝忠平,297,308,639100,2022-10-06
6029,去勢,若百合,華春福,安福久,忠茂勝,285,302,666600,2022-10-06
6030,去勢,若百合,華春福,勝忠平,金幸,303,376,800800,2022-10-06
6031,雌,若百合,華春福,忠茂勝,神高福,289,361,570900,2022-10-06
6032,雌,若百合,華忠良,安福久,勝忠平,281,310,698500,2022-10-06
6033,去勢,若百合,喜亀忠,安福久,金幸福,275,296,687500,2022-10-06
6034,去勢,若百合,喜亀忠,安福久,百合茂,294,304,720500,2022-10-06
6035,去勢,若百合,金太郎３,安福久,平茂勝,281,345,819500,2022-10-06
6036,去勢,若百合,耕富士,安福久,第１花国,300,305,755700,2022-10-06
6037,雌,若百合,耕富士,安福久,平茂勝,285,285,559900,2022-10-06
6038,去勢,若百合,勝早桜５,美津照重,平茂晴,276,293,555500,2022-10-06
6039,雌,若百合,勝忠平,安福（岐）,糸秀,270,307,550000,2022-10-06
6040,去勢,若百合,勝忠平,安福久,平茂晴,274,312,608300,2022-10-06
6041,去勢,若百合,勝忠平,福栄,糸福（大）,296,337,716100,2022-10-06
6042,雌,若百合,勝忠平,福桜（宮）,糸晴（佐）,294,356,622600,2022-10-06
6043,去勢,若百合,勝忠平,福桜（宮）,紋次郎,288,367,656700,2022-10-06
6044,去勢,若百合,忠富士,安平,糸秀,295,280,469700,2022-10-06
6045,去勢,若百合,忠富士,上福,糸秀,289,328,621500,2022-10-06
6046,雌,若百合,直太郎,安福久,忠富士,288,310,630300,2022-10-06
6047,雌,若百合,徳悠翔,第１花国,糸秀,292,291,500500,2022-10-06
6048,去勢,若百合,美国桜,安福久,勝忠平,277,324,716100,2022-10-06
6049,雌,若百合,美国桜,安福久,勝忠平,305,286,568700,2022-10-06
6050,去勢,若百合,美国桜,安福久,勝忠平,303,325,892100,2022-10-06
6051,雌,若百合,美国桜,安福久,忠富士,279,255,544500,2022-10-06
6052,雌,若百合,美国桜,安福久,平茂勝,280,330,828300,2022-10-06
6053,去勢,若百合,美国桜,華春福,安糸福,273,372,881100,2022-10-06
6054,雌,若百合,美国桜,華春福,安福久,307,315,638000,2022-10-06
6055,雌,若百合,美国桜,華春福,安福久,307,326,619300,2022-10-06
6056,雌,若百合,美国桜,幸紀雄,勝忠平,307,259,541200,2022-10-06
6057,去勢,若百合,美国桜,耕富士,安平,285,327,728200,2022-10-06
6058,雌,若百合,美国桜,勝忠平,安福久,285,282,664400,2022-10-06
6059,去勢,若百合,美国桜,平茂勝,安平,288,332,754600,2022-10-06
6060,去勢,若百合,美国桜,平茂勝,八重福,307,376,766700,2022-10-06
6061,去勢,若百合,美国桜,諒太郎,安福久,276,375,1032900,2022-10-06
6062,雌,若百合,美津照重,華春福,平茂晴,282,321,576400,2022-10-06
6063,雌,若百合,美津照重,華春福,隆之国,309,340,627000,2022-10-06
6064,去勢,若百合,美津照重,勝忠平,糸福（大）,284,311,658900,2022-10-06
6065,去勢,若百合,美津照重,勝忠平,福桜（宮）,285,337,711700,2022-10-06
6066,雌,若百合,美津照重,百合茂,第１花国,292,288,552200,2022-10-06
6067,雌,若百合,美津福,糸福（大）,糸豊,261,257,519200,2022-10-06
6068,雌,若百合,美穂国,勝忠平,神高福,272,322,608300,2022-10-06
6069,去勢,若百合,百合茂,安福久,第１花国,294,324,558800,2022-10-06
6070,去勢,若百合,福華１,安福久,百合茂,295,298,694100,2022-10-06
6071,雌,若百合,福之姫,安福久,勝忠平,277,319,751300,2022-10-06
6072,去勢,若百合,福之姫,幸紀雄,安福久,287,341,782100,2022-10-06
6073,雌,若百合,福之姫,百合茂,安平,272,310,724900,2022-10-06
6074,雌,若百合,平茂勝,安福久,第１花国,294,265,436700,2022-10-06
6075,去勢,若百合,平茂晴,安福久,平茂勝,288,338,686400,2022-10-06
6076,去勢,若百合,茂洋,安福久,平茂晴,265,304,710600,2022-10-06
6077,去勢,若百合,茂洋,勝忠平,福栄,253,307,586300,2022-10-06
6078,去勢,若百合,隆之国,安福久,勝忠平,290,340,858000,2022-10-06
6079,去勢,若百合,隆之国,安福久,平茂勝,276,322,740300,2022-10-06
6080,雌,若百合,隆之国,幸紀雄,安福久,304,289,548900,2022-10-06
6081,去勢,若百合,隆之国,美国桜,安福久,288,375,775500,2022-10-06
6082,雌,若百合,隆之国,平茂晴,上福,290,312,640200,2022-10-06
6083,去勢,宗守富士,美穂国,勝平正,茂福（宮）,255,328,642400,2022-10-06
6084,去勢,秋忠平,安福１６５の９,安平照,菊谷,273,301,610500,2022-10-06
6085,去勢,秋忠平,安福久,忠富士,福桜（宮）,303,384,764500,2022-10-06
6086,去勢,秋忠平,安福久,百合茂,安福１６５の９,262,284,627000,2022-10-06
6087,雌,秋忠平,安福久,百合茂,平茂勝,293,366,762300,2022-10-06
6088,雌,秋忠平,安福久,平茂勝,美津福,288,262,546700,2022-10-06
6089,去勢,秋忠平,安福久,平茂勝,福栄,275,339,577500,2022-10-06
6090,雌,秋忠平,安福久,平茂晴,安平,286,313,634700,2022-10-06
6091,雌,秋忠平,安茂勝,第２平茂勝,福谷福,299,294,552200,2022-10-06
6092,雌,秋忠平,菊平（鹿）,糸秀,奥高,316,255,449900,2022-10-06
6093,去勢,秋忠平,幸紀雄,安福久,勝忠平,287,327,732600,2022-10-06
6094,去勢,秋忠平,幸紀雄,勝忠平,安福久,277,259,383900,2022-10-06
6095,雌,秋忠平,幸紀雄,隆之国,勝忠平,279,292,646800,2022-10-06
6096,去勢,秋忠平,耕富士,百合茂,安福久,286,264,551100,2022-10-06
6097,去勢,秋忠平,忠富士,安平,隆桜,284,238,216700,2022-10-06
6098,去勢,秋忠平,美国桜,幸紀雄,安福久,309,323,653400,2022-10-06
6099,雌,秋忠平,美国桜,勝忠平,茂重桜,290,333,715000,2022-10-06
6100,去勢,秋忠平,美津照重,平茂勝,糸秀,255,283,605000,2022-10-06
6101,雌,秋忠平,美津照重,平茂晴,安福久,279,254,468600,2022-10-06
6102,雌,秋忠平,百合久,安福久,福桜（宮）,287,310,641300,2022-10-06
6103,雌,秋忠平,百合茂,安福久,第２０平茂,308,316,569800,2022-10-06
6104,去勢,秋忠平,百合茂,安福久,百合茂,261,342,832700,2022-10-06
6105,去勢,秋忠平,福華１,安福久,茂重波,269,294,649000,2022-10-06
6106,去勢,秋忠平,平茂勝,福之国,安平,290,264,293700,2022-10-06
6107,去勢,秋忠平,平茂晴,美津福,平茂勝,305,374,661100,2022-10-06
6108,雌,秋忠平,平茂晴,百合茂,安福久,325,285,426800,2022-10-06
6109,雌,秋忠平,芳之国,安福久,勝忠平,284,257,400400,2022-10-06
6110,雌,秋忠平,北乃大福,平茂勝,糸秀,280,302,638000,2022-10-06
6111,雌,秋忠平,茂勝朗,百合茂,金幸,301,298,636900,2022-10-06
6112,去勢,秋忠平,茂洋,平茂勝,安平,282,328,658900,2022-10-06
6113,去勢,秋忠平,隆之国,百合茂,安平,287,312,653400,2022-10-06
6114,雌,秋忠平,諒太郎,安平照,平茂勝,297,268,606100,2022-10-06
6115,去勢,秋忠平,諒太郎,平茂晴,安福久,316,288,469700,2022-10-06
6116,雌,勝早桜５,安福久,第１花国,紋次郎,290,281,620400,2022-10-06
6117,去勢,勝早桜５,美津照重,平茂晴,安福久,275,342,783200,2022-10-06
6118,去勢,勝忠平,安福久,平茂勝,安平,295,330,722700,2022-10-06
6119,去勢,勝乃幸,花久勝,幸紀雄,勝忠平,292,320,633600,2022-10-06
6120,去勢,聖香藤,安福久,勝忠平,美津福,293,255,264000,2022-10-06
6121,雌,聖香藤,安福久,忠富士,安平,277,295,691900,2022-10-06
6122,去勢,聖香藤,安福久,平茂勝,安平,285,250,498300,2022-10-06
6123,雌,聖香藤,華春福,百合茂,神徳福,284,340,697400,2022-10-06
6124,去勢,聖香藤,幸紀雄,勝忠平,安福久,285,297,556600,2022-10-06
6125,去勢,聖香藤,平茂晴,安福久,金幸,277,305,622600,2022-10-06
6126,雌,聖香藤,隆之国,安福久,百合茂,280,292,584100,2022-10-06
6127,雌,沢之福,百合茂,北国７の８,紋次郎,287,286,462000,2022-10-06
6128,雌,知恵久,華春福,安福久,勝忠平,308,290,446600,2022-10-06
6129,雌,知恵久,美国桜,平茂晴,安平,311,276,349800,2022-10-06
6130,雌,知恵久,美津照重,福久桜,直太郎,292,261,174900,2022-10-06
6131,去勢,知恵久,福之姫,百合茂,安福久,284,273,433400,2022-10-06
6132,雌,知恵久,平茂勝,糸晴（佐）,高栄,286,297,388300,2022-10-06
6133,去勢,忠久勝,隆之国,安福久,平茂勝,267,330,682000,2022-10-06
6134,去勢,直太郎,安福久,第２平茂勝,照美,299,296,487300,2022-10-06
6135,去勢,直太郎,美国桜,華春福,金幸,304,336,718300,2022-10-06
6136,去勢,直太郎,平茂幸,平茂勝,糸秀,303,268,198000,2022-10-06
6137,去勢,白清８５の３,百合茂,美津福,紋次郎,285,267,394900,2022-10-06
6138,雌,白鵬８５の３,福安照,北国茂,安福１６５の９,307,319,612700,2022-10-06
6139,去勢,白隆鵬,美穂国,安平,上福,276,355,666600,2022-10-06
6140,雌,美国桜,安福久,忠富士,安平,274,218,436700,2022-10-06
6141,去勢,美国桜,安福久,百合茂,美津福,282,304,701800,2022-10-06
6142,去勢,美国桜,安福久,百合茂,平茂勝,301,340,655600,2022-10-06
6143,去勢,美国桜,安福久,平茂勝,神高福,293,293,457600,2022-10-06
6144,去勢,美国桜,安福久,平茂勝,茂勝栄,298,314,621500,2022-10-06
6145,雌,美国桜,安平,平茂勝,隆桜,319,299,449900,2022-10-06
6146,去勢,美国桜,華春福,百合茂,金幸,299,358,660000,2022-10-06
6147,去勢,美国桜,金太郎３,安福久,百合茂,280,341,710600,2022-10-06
6148,去勢,美国桜,金太郎３,安福久,平茂晴,306,265,332200,2022-10-06
6149,雌,美国桜,幸紀雄,安福久,勝忠平,285,270,699600,2022-10-06
6150,雌,美国桜,若百合,華春福,安福久,363,225,103400,2022-10-06
6151,去勢,美国桜,勝忠平,安福久,百合茂,290,388,667700,2022-10-06
6152,去勢,美国桜,勝忠平,安福久,百合茂,283,355,724900,2022-10-06
6153,去勢,美国桜,勝忠平,安福久,平茂勝,304,345,650100,2022-10-06
6154,去勢,美国桜,勝忠平,安福久,平茂勝,283,300,600600,2022-10-06
6155,雌,美国桜,勝忠平,安平,平茂勝,297,314,742500,2022-10-06
6156,去勢,美国桜,勝忠平,安平,隆桜,267,252,416900,2022-10-06
6157,去勢,美国桜,勝忠平,菊谷,安福（岐）,284,313,550000,2022-10-06
6158,去勢,美国桜,勝忠平,美津福,糸秀,285,326,508200,2022-10-06
6159,去勢,美国桜,百合茂,安福久,平茂勝,306,362,664400,2022-10-06
6160,去勢,美国桜,百合茂,安福久,平茂勝,290,319,555500,2022-10-06
6161,雌,美国桜,茂勝朗,安福久,勝忠平,296,297,848100,2022-10-06
6162,雌,美国白清,安福久,金幸,平茂勝,314,242,332200,2022-10-06
6163,雌,美国白清,安福久,勝忠平,安平照,298,269,413600,2022-10-06
6164,去勢,美国白清,安福久,勝忠平,神高福,321,262,309100,2022-10-06
6165,去勢,美国白清,華春福,安福久,平茂勝,305,300,529100,2022-10-06
6166,去勢,美国白清,若百合,隆之国,安平照,271,279,523600,2022-10-06
6167,雌,美国白清,秋忠平,福之国,茂福（宮）,283,259,423500,2022-10-06
6168,去勢,美国白清,直太郎,安福久,第１花国,290,303,504900,2022-10-06
6169,雌,美国白清,美国桜,勝忠平,安福久,298,258,378400,2022-10-06
6170,雌,美国白清,百合茂,安糸福,平茂勝,282,231,331100,2022-10-06
6171,去勢,美国白清,百合茂,安福久,平茂勝,311,273,441100,2022-10-06
6172,雌,美国白清,百合茂,安福久,北国７の８,305,234,279400,2022-10-06
6173,雌,美国白清,百合茂,福桜（宮）,安平,285,270,548900,2022-10-06
6174,去勢,美国白清,福増,勝忠平,糸福（大）,307,287,440000,2022-10-06
6175,去勢,美国白清,福之姫,百合茂,紋次郎,324,285,374000,2022-10-06
6176,雌,美国白清,平茂晴,平茂勝,紋次郎,299,236,170500,2022-10-06
6177,去勢,美国白清,隆之国,百合茂,安福久,282,265,397100,2022-10-06
6178,去勢,美国白清,諒太郎,安福久,忠富士,299,315,693000,2022-10-06
6179,去勢,美津金幸,安茂勝,上茂福,安平,292,249,226600,2022-10-06
6180,雌,美津金幸,華春福,隆之国,百合茂,276,265,459800,2022-10-06
6181,去勢,美津金幸,幸紀雄,安福久,福之国,285,285,356400,2022-10-06
6182,雌,美津金幸,勝忠平,美津福,隆桜,277,279,485100,2022-10-06
6183,去勢,美津金幸,勝忠平,紋次郎,第２０平茂,354,383,499400,2022-10-06
6184,去勢,美津金幸,百合白清２,平茂晴,勝忠平,259,280,591800,2022-10-06
6185,去勢,美津金幸,福之姫,百合白清２,安福久,270,313,726000,2022-10-06
6186,雌,美津照重,安福久,安平照,菊谷,293,277,771100,2022-10-06
6187,去勢,美津照重,安福久,忠茂勝,勝忠平,305,330,666600,2022-10-06
6188,雌,美津照重,安福久,百合茂,平茂勝,290,236,440000,2022-10-06
6189,雌,美津照重,喜亀忠,安福久,益金平,334,271,325600,2022-10-06
6190,去勢,美津照重,勝忠平,第１花国,美津福,300,338,632500,2022-10-06
6191,雌,美津照重,美国桜,勝忠平,安福栄,287,280,532400,2022-10-06
6192,雌,美津照重,美国桜,平茂晴,安福久,290,290,572000,2022-10-06
6193,去勢,美津照重,百合茂,安福久,勝忠平,279,320,772200,2022-10-06
6194,去勢,美津照重,百合茂,安福久,勝忠平,288,328,717200,2022-10-06
6195,去勢,美津照重,隆之国,安平,糸福（大）,292,316,597300,2022-10-06
6196,雌,美津梅,安福久,光平福,安茂,266,236,385000,2022-10-06
6197,雌,美津梅,安福久,白清８５の３,北国７の８,283,220,382800,2022-10-06
6198,去勢,美津百合,美国桜,平茂勝,神高福,303,274,378400,2022-10-06
6199,去勢,美津福重,安茂勝,安福久,百合茂,299,281,496100,2022-10-06
6200,去勢,美津福重,安茂勝,北仁,美津照,284,274,467500,2022-10-06
6201,去勢,美津福重,金太郎３,安福久,第５隼福,300,367,730400,2022-10-06
6202,雌,美津福重,幸紀雄,安福久,平茂勝,289,222,338800,2022-10-06
6203,雌,美津福重,耕富士,福桜（宮）,安平,280,303,617100,2022-10-06
6204,雌,美津福重,若百合,安福久,平茂勝,281,330,622600,2022-10-06
6205,去勢,美津福重,勝忠平,安平,糸福（大）,290,266,227700,2022-10-06
6206,雌,美津福重,百合白清２,勝忠平,第２０平茂,277,321,599500,2022-10-06
6207,去勢,美津福重,百合茂,菊安舞鶴,平茂勝,292,316,572000,2022-10-06
6208,雌,美津福重,福之国,福桜（宮）,糸晴（佐）,303,280,495000,2022-10-06
6209,雌,美津福重,諒太郎,紋次郎,第２０平茂,302,264,385000,2022-10-06
6210,雌,美津洋,百合茂,第５隼福,北国７の３,309,304,592900,2022-10-06
6211,雌,百合雅,美津照重,勝忠平,安糸福,298,224,452100,2022-10-06
6212,去勢,百合幸,茂晴２３,百合茂,第５隼福,285,290,564300,2022-10-06
